RhesusEnsembl	d4.d0_logFC	GENE_ID	HUMAN_ID	d4.d0_logCPM	d4.d0_LR	d4.d0_PValue	d4.d0_FDR	entrezgene	ENTREZ_ID	description	X912P0	X1007P0	X1005P0	X903P0	X906P0	X806P0	X440P0	X448P0	X465P0	X493P0	d0	X912P1	X1007P1	X1005P1	X465P1	X493P1	X912P2	X1007P2	X465P2	X493P2	X903P3	X906P3	X806P3	X1005P4	X806P4	X440P5	X448P5	X903P6	X906P6	X440P7	X448P7	Rowmeans
ENSMMUG00000004084	3.805645946	GCH1	ENSG00000131979	3.857808376	14.65217614	0.000129285	0.021992351	695675	2643	GTP cyclohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:4193]	4.569590038	4.160347199	0	0	9.74356004	9.731920118	0.483905799	2.341747026	3.288330053	3.452355481	3.370342767	3.135468279	2.800219676	0	5.289816893	4.537396518	3.573433061	2.739213724	4.812357186	3.806491545	12.55868107	9.967759233	28.16976578	60.39241954	37.04983858	34.23375823	75.80367992	34.65910948	18.3623422	41.235136	35.86381298	15.22541519
ENSMMUG00000011386	2.026913193	GIMAP4	ENSG00000133574	9.015015944	32.28610681	1.33E-08	5.00E-06	713506	55303	GTPase IMAP family member 4; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F6W7B1]	102.115965	192.1048465	142.1157717	204.5188313	148.2393536	160.0700614	316.9787102	158.2029814	166.6083844	190.9019388	163.3392229	99.25206022	124.4313528	324.5027321	201.9433987	200.7427845	77.78902458	84.63816862	228.7883064	170.4903037	211.5934861	310.0128996	432.9352228	804.0931339	540.4043882	727.9680642	687.8172315	343.4863849	171.9809846	80.16023593	444.5506475	268.3145885
ENSMMUG00000010316	4.293196752	HERC5	ENSG00000138646	6.181561687	32.52026541	1.18E-08	4.56E-06	NA	51191	HECT and RLD domain containing E3 ubiquitin protein ligase 5 [Source:HGNC Symbol;Acc:HGNC:24368]	4.527178377	2.841127229	13.47485735	0	3.233104836	16.44145743	0.706505627	4.273707436	5.761180018	4.410403851	4.342055644	2.384273001	2.316725439	2.595051989	3.126043869	2.839126519	3.28492612	2.635882449	3.659412976	2.695803457	8.828327135	16.48126521	129.6656272	62.10748936	150.2820134	149.6021925	330.6966341	102.7778335	181.3909021	596.7707273	193.1995448	66.76697749
ENSMMUG00000010314	2.010322617	HERC6	ENSG00000138642	5.725354824	17.05335527	3.63E-05	0.007526389	NA	55008	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F6RI57]	10.80027834	6.217011383	27.18132838	8.809243752	17.58579376	11.27073723	9.40707145	7.976545549	14.14505038	14.42223737	11.03550779	7.078776872	4.710059969	8.822024687	12.08579133	12.19876452	12.86428068	8.857832077	13.60148161	8.318577875	11.83180874	21.72720752	77.34477478	20.32977104	79.43725021	73.90136373	190.064042	94.76934661	160.3914746	229.8919056	88.47298062	42.15049375
ENSMMUG00000029821	1.949687241	HSPA1B	ENSG00000224501	7.150110389	18.94709866	1.34E-05	0.003148113	NA	3304	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F7D4F0]	46.88597197	72.29243781	18.7606764	25.91647919	37.5863868	26.28225097	68.11765971	84.07234982	15.70805372	44.47465563	41.03052122	60.21678707	100.0857911	67.46493915	19.84139328	35.41084419	42.77579851	45.93661415	22.00997182	72.38082409	36.63794346	37.78813772	96.83634489	152.9476096	165.0543346	334.4508577	387.0652369	117.865157	64.35454101	82.62463652	173.7916129	85.18787658
ENSMMUG00000019304	3.285357525	IDO1	ENSG00000131203	7.592296764	45.44815173	1.57E-11	1.24E-08	574370	3620	"Macaca mulatta indoleamine 2,3-dioxygenase 1 (IDO1), mRNA. [Source:RefSeq mRNA;Acc:NM_001077483]"	15.75623508	24.68289559	10.70660906	62.39495392	41.36939814	68.45480154	99.16119913	62.73880018	48.09736437	80.11946655	55.24615915	25.54167894	21.76312354	23.02598309	56.72522681	54.91475656	26.7374877	34.62015198	45.88050641	53.35615806	98.3462096	152.7241477	585.4023691	253.6803957	698.2905508	475.4625333	631.1454331	390.1477088	636.9658609	1607.454808	658.0294595	234.7898758
ENSMMUG00000015999	1.951519228	IFI35	ENSG00000068079	5.359252673	17.87511972	2.36E-05	0.005185476	712409	3430	interferon-induced protein 35 [Source:HGNC Symbol;Acc:HGNC:5399]	31.29870136	49.48717689	30.96048675	13.79703671	42.85508821	23.63303709	22.77922878	42.68891245	22.78908877	37.46875725	31.12959406	41.17028763	51.01792826	27.38288926	32.93798545	23.30864761	41.70754417	41.02791695	32.51202249	43.01345413	44.39957533	57.60968458	178.7684608	72.34046181	163.141214	118.8395998	201.3134954	113.6682937	103.0210288	304.2434748	212.2863581	74.04892791
ENSMMUG00000002350	3.556753917	IFI44	ENSG00000137965	5.993166568	46.87733346	7.56E-12	6.35E-09	NA	10561	interferon-induced protein 44 [Source:HGNC Symbol;Acc:HGNC:16938]	25.28108503	11.13724084	21.04454628	11.15615498	7.350801747	13.66035316	0.642525752	9.602406154	16.15499536	14.09581982	12.40825407	7.372415642	10.53463483	4.634277576	24.75043158	10.75841811	18.7154902	15.87099604	16.24075294	8.335699631	28.71857801	43.67583244	148.0185279	104.4791895	192.4522695	329.7686813	493.4755909	289.4288181	338.876775	1106.3787	369.4774409	123.0696483
ENSMMUG00000001569	4.371029463	IFI44L	ENSG00000137959	5.243487399	33.62987368	6.67E-09	2.65E-06	711365	10964	interferon-induced protein 44-like [Source:HGNC Symbol;Acc:HGNC:17817]	6.081906741	1.406633519	37.02818929	11.15020936	14.44187517	1.619090282	1.127097257	3.048001858	6.510208436	3.216444523	4.649175632	2.586489154	5.000336718	28.15144836	7.333848322	2.642088181	6.781802436	6.380085299	8.40658646	1.984914901	20.58422092	30.99412435	183.7362157	145.1560182	199.2038622	230.5794074	390.1714164	274.2530838	227.4339277	550.880708	155.5052529	85.44651646
ENSMMUG00000003202	2.302180344	IFIH1	ENSG00000115267	7.078822587	43.95936276	3.35E-11	2.52E-08	702024	64135	"Macaca mulatta interferon induced with helicase C domain 1 (IFIH1), mRNA. [Source:RefSeq mRNA;Acc:NM_001047123]"	24.84008722	14.92507576	10.96895429	16.29769916	28.24875691	30.74092537	28.80726051	28.6110981	31.08443583	26.87585008	27.5623035	32.60509372	12.82300713	11.66990697	25.62426864	26.39658776	22.51100974	15.72028039	29.64522785	22.57855218	25.10348153	43.62379038	102.487222	76.67240851	147.9690194	145.2618073	317.3730197	183.5934681	182.2266906	399.1942299	168.8391749	74.44394633
ENSMMUG00000017533	4.38700469	IFIT1	ENSG00000185745	6.712650761	34.58961243	4.07E-09	1.71E-06	695683	3434	interferon-induced protein with tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:5407]	10.70854912	13.97107784	60.79099489	0.12328052	6.985750645	11.05220996	7.327404293	3.997854404	12.44814785	5.227629924	9.017976707	22.50255868	8.833650106	4.73036493	13.03206636	8.383794808	4.258632353	10.36943886	9.867776431	2.903442112	41.23202623	38.48815097	270.7808128	175.7054363	364.3785101	272.5610129	807.5264583	787.2233851	481.6732979	2177.752187	390.7266143	200.8520839
ENSMMUG00000004185	4.496585097	IFIT2	ENSG00000119922	7.682346303	136.791782	1.34E-31	6.38E-28	695452	3433	Interferon-induced protein with tetratricopeptide repeats 2; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F6X2M0]	18.86173651	19.6523394	12.79724023	14.19836919	18.94998372	15.58941959	2.677367289	19.96822555	11.15884117	12.03381092	14.89389439	11.61352555	8.607295715	15.49629213	10.87083924	10.16139867	10.54463388	11.20595648	11.09414247	12.55257302	40.91895347	75.66565168	258.4165073	283.0034677	344.2331622	635.4125788	1349.905237	570.7277702	669.5972154	3925.745842	1247.735978	321.6465452
ENSMMUG00000005001	4.397431411	IFIT3	ENSG00000119917	8.73043162	94.71012197	2.20E-22	4.50E-19	695344	3437	interferon-induced protein with tetratricopeptide repeats 3 [Source:HGNC Symbol;Acc:HGNC:5411]	32.97818642	49.05969765	159.1982444	57.88709035	64.76076369	63.3165769	133.7775382	42.27774842	40.0692425	27.0812359	53.473394	51.73807445	32.13105836	82.49893331	54.86597807	40.72662202	23.18277771	36.79177255	63.22119517	24.48963126	125.7547413	194.5637344	719.0231137	1549.936722	1074.890467	1061.299151	2839.857433	1925.887185	1510.0396	6591.708262	1834.128567	683.5713781
ENSMMUG00000017534	3.461649854	IFIT5	ENSG00000152778	5.938963157	38.67530245	5.01E-10	3.25E-07	695796	24138	interferon-induced protein with tetratricopeptide repeats 5 [Source:HGNC Symbol;Acc:HGNC:13328]	14.72717566	9.083001895	11.60057493	0.374277124	22.33972042	14.38040666	12.97674512	18.38201007	18.05633112	8.817209429	13.67857589	12.59574253	8.939593368	16.91991143	21.06921222	13.03691712	11.49255135	11.12978901	18.94802659	10.99128206	30.29256835	49.323615	149.7825084	68.11345117	204.4601771	153.6646688	294.2178611	199.8838836	208.3213775	534.4748341	155.588951	76.79947914
ENSMMUG00000004014	2.950956927	IRF7	ENSG00000276561	5.334657922	34.83815329	3.58E-09	1.62E-06	699578	3665	"Macaca mulatta interferon regulatory factor 7 (IRF7), mRNA. [Source:RefSeq mRNA;Acc:NM_001136100]"	11.15486244	9.894506083	9.240391308	16.5443601	5.357109799	4.164089998	17.28099659	8.648361248	2.841076506	9.445509418	9.342950363	9.406270222	8.17204415	8.264713699	4.352701323	6.53375748	9.833947048	7.745389488	4.388806944	9.489958928	25.58585339	35.19445804	109.480949	48.24271393	91.91495812	98.80790438	135.2916176	144.167842	142.0801624	324.6585508	197.9039345	50.5362599
ENSMMUG00000001819	5.516748416	ISG15	ENSG00000187608	4.370620647	50.06893146	1.48E-12	1.33E-09	700141	9636	Ubiquitin-like protein ISG15; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F7GS84]	3.692219944	3.036240985	0	0	8.349915779	3.669573927	7.29857246	4.414963196	6.199583472	2.928971404	3.680896936	1.970462921	3.167600942	0	2.374534364	1.222069214	2.495220887	0.938967022	3.024291925	2.677794133	26.3080484	38.52463303	241.8012577	100.769875	228.2536894	416.427821	909.0190484	1126.386148	783.1068599	2075.67626	1672.869543	255.8868055
ENSMMUG00000001000	6.127340365	KCTD14	ENSG00000151364	3.220866327	28.8305004	7.90E-08	2.63E-05	699580	65987	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F6SQT0]	0	1.327795652	0	0	0.730309743	3.668027541	0	0	2.168939822	1.138564433	0.365154872	0	0.307831426	0	0.830736801	2.137719894	1.091199105	0.821249918	3.967710423	0.655783094	10.35442878	9.368811576	74.67042659	45.79462651	76.00668578	83.3609374	71.47762007	86.49994126	64.58505664	99.01991894	131.4770331	25.71537848
ENSMMUG00000019662	1.68052651	LGALS3BP	ENSG00000108679	5.9441267	15.00265207	0.00010736	0.019418605	710853	3959	"lectin, galactoside-binding, soluble, 3 binding protein [Source:HGNC Symbol;Acc:HGNC:6564]"	22.74848459	42.56721194	12.60452362	8.627062221	20.4533139	15.80432021	27.9958066	15.86880486	20.69304457	16.81953741	18.63642566	18.82941452	32.21121208	23.94466346	16.61850696	13.48713972	20.08262051	24.64308934	21.36944357	16.95331765	30.68675217	32.77931332	79.23716834	47.31507582	76.24601226	81.20224718	55.59127152	81.67067438	88.50470823	100.8127831	144.9541318	40.37738853
ENSMMUG00000004148	2.44782709	MAFB	ENSG00000204103	7.130203655	35.80735573	2.18E-09	1.20E-06	712578	9935	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H9H2Z4]	89.96524424	68.65534849	26.17375836	51.13003658	27.23469897	24.0106636	45.58511553	70.10845456	26.24429876	38.39407154	41.98959354	90.42251418	96.35573928	20.80287764	33.94597646	35.40747113	235.3266325	104.5846633	36.46625373	46.68092434	52.79338236	56.4696599	200.6975915	240.218585	241.3561735	152.9620636	202.1297357	133.7119317	77.57726623	219.0850142	162.9737941	96.9156647
ENSMMUG00000015329	4.379862934	MX1	ENSG00000157601	9.27573292	191.6103111	1.42E-43	2.02E-39	715186	4599	"Macaca mulatta myxovirus (influenza virus) resistance 1, interferon-inducible protein p78 (mouse) (MX1), mRNA. [Source:RefSeq mRNA;Acc:NM_001079693]"	47.40733551	50.98964808	33.10351618	51.82703434	40.99792353	35.70574788	37.70606939	34.86241851	33.92452865	35.83192728	36.76899834	46.62373733	54.22844897	33.23938212	27.16488496	35.55754662	43.27208306	42.22236544	33.24824084	37.11519716	147.3662652	170.1884152	788.5203625	609.2800364	987.7403731	1494.649773	1834.087533	1247.786543	1158.763626	2666.369608	2283.220933	471.4333835
ENSMMUG00000006841	2.489286633	MYOF	ENSG00000138119	6.923739899	34.85966452	3.54E-09	1.62E-06	700922	26509	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F7EFN9]	10.95158618	13.15944014	4.260109934	5.697006777	6.840787101	16.16576947	5.542757081	19.17284262	9.47337159	14.55937943	10.21247889	12.1981657	17.07389248	9.130699689	9.355267304	17.04285737	17.82398021	12.05753469	10.09173165	12.86712919	9.888659867	8.234278944	52.69250245	48.17826116	64.60324851	70.4970561	80.56428533	55.17579468	10.76904614	6.067889018	47.34772497	22.58276853
ENSMMUG00000017781	1.571266788	NMI	ENSG00000123609	5.862703237	14.44146561	0.000144584	0.024305342	694554	9111	N-myc-interactor; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F7EUB1]	37.46659849	33.23691014	35.48338917	10.13917255	30.64219445	39.78726498	22.06637669	28.80811883	38.52156096	29.58586101	31.9395523	39.54523006	38.30747778	38.72181891	42.97573228	37.9670779	23.41243649	37.39459278	31.21432947	28.81057915	33.82705637	35.344048	81.63597392	66.8900281	105.5073313	108.9879179	143.7069949	109.5874482	84.0604523	319.6365296	152.3126661	62.18610563
ENSMMUG00000012782	3.720205753	OAS1	ENSG00000089127	4.33498118	19.59853255	9.55E-06	0.002395101	712265	4938	"Macaca mulatta 2',5'-oligoadenylate synthetase 1, 40/46kDa (OAS1), mRNA. [Source:RefSeq mRNA;Acc:NM_001083949]"	4.468025218	3.895932397	5.40571035	0	1.254338203	0.984374079	0.685252291	3.60871391	9.080289231	9.04434052	3.752323154	3.8850815	1.45396249	6.589929017	9.987781781	5.736914534	3.467235053	2.292114242	8.802336677	6.275297774	13.33813056	8.892579529	90.74139229	16.54235762	82.55439539	128.8318129	419.5508421	134.5065087	98.43863429	1068.494017	237.3803652	79.53962215
